source,reference,prediction,bleu,comet
"Dieser Service ist eine ideale Alternative für Studenten, die ansonsten ihre Habseligkeiten in einem gefährlich überladenen Auto durch das Land kutschieren müssten.",The service is an ideal alternative for students who would usually have to haul their belongings across the country in a dangerously overloaded car.,The service is an ideal alternative for students who would otherwise have to lug their belongings around the country in a dangerously overloaded car.,68.42,0.9178
"Die einzige Grenze, die diesem verrückten technischen Perfektionismus gesetzt ist, sind die 40 Millionen Dollar, die ein Formel 1 - Team für seine Wettrennen in einer Saison ausgeben darf.",The only limitation of this spark of technological improvement is the figure of 40 million dollars that each team of Formula 1 can spend at the most every season in order to facilitate the competition.,The only limit to this mad technical perfectionism is the 40 million dollars that a Formula 1 team is allowed to spend in a season.,10.51,0.8217
"Die neueste CNN/ORC-Umfrage, die letzte Woche veröffentlicht wurde, zeigt, dass Carson in den Umfragen steigt - er landet bei 19 % Unterstützung bei den Republikanern, hinter der Trump mit 32 % Unterstützung.","The latest CNN/ORC survey, released last week, showed Carson rising in the polls -- landing at 19% support among Republicans, behind Trump's 32% support.","The latest CNN/ORC poll, released last week, shows Carson gaining in the polls - he's at 19 percent among Republicans, behind Trump's 32 percent.",42.62,0.9027
"Ein weiterer, besonders wichtiger Faktor sei die Vernetzung von Hochschulen und Unternehmen.","Another, particularly important factor is that of networking between universities and companies.","Another, particularly important factor is the networking of universities and companies.",56.05,0.9341
"Die Investoren behalten nicht nur Griechenland, sondern inzwischen auch Spanien, Frankreich, Österreich und andere Länder im Auge.","Investors are no longer looking at only Italy; they now focus on Spain, France, Austria, and others.","Investors are not only keeping an eye on Greece, but also on Spain, France, Austria and other countries.",26.49,0.877
"Dabei hat sich gezeigt, dass die meisten an einer Zusammenarbeit mit uns interessiert sind, und Spaß daran haben.",It turns out that most of them are interested and enjoy working with us.,It has shown that most people are interested in and enjoy working with us.,40.98,0.9227
Geschichten über Schummeln in der Schule und bei College-Prüfungen sind weit verbreitet.,Tales of cheating on school and college tests are rife.,Stories of cheating in school and on college exams are widespread.,11.39,0.9137
"Gerade deswegen sind eine konsequente Aufklärung solcher Geschehen und die Übergabe an die Staatsanwaltschaften in den Fällen, in denen Straftaten vorliegen können, von entscheidender Bedeutung.",It is for precisely this reason that it is so crucially important to have such occurrences thoroughly cleared up and passed over to public prosecutors in cases where crimes could have committed.,It is precisely for this reason that a thorough investigation of such events and the referral to the public prosecutor's office in cases where criminal offences may have been committed is crucial.,9.78,0.8775
Daher wurde der Großeinsatz am Mittwochmorgen auch von vier Beamten aus Palermo begleitet.,The major operation on Wednesday morning was thus attended by four officials from Palermo.,That is why the major operation on Wednesday morning was also accompanied by four officers from Palermo.,36.62,0.7981
"Der neue Kooperationsvertrag sieht die Fortsetzung traditioneller Hilfen vor: Mädchen- und Jungengymnasien, Institut für Französisch an den Universitäten, Französisches Institut, Zusammenarbeit im militärischen, rechtlichen, medizinischen und landwirtschaftlichen Bereich, Unterstützung der archäologischen Delegation.","The new cooperation treaty provides for the continuation of traditional aid: girls' high school, boys' high school, French Department at the University, French Institute, cooperation in the military, legal, medical and agricultural fields, support to the archaeological Delegation.","The new cooperation agreement provides for the continuation of traditional aid: girls' and boys' high schools, French institutes at universities, French institutes, cooperation in military, legal, medical and agricultural fields, support for the archaeological delegation.",46.06,0.8581
Bei den hauptsächlich privat verwendeten Postfächern spielen Yahoo und Google laut einer Untersuchung von Convios Consulting aus dem August 2013 nur eine untergeordnete Rolle.,"According to a study conducted by Convios Consulting in August 2013, among the main mail services in private use, Yahoo and Google play only a minor role.","According to a study by Convios Consulting from August 2013, Yahoo and Google play only a minor role in the use of primarily private mailboxes.",44.84,0.8687
"Seine Gesundheit besserte sich langsam, und er kehrte an seinen Arbeitsplatz zurück.",Slowly his health improved and he went back to work.,His health slowly improved and he returned to work.,24.7,0.955
"Angesichts der räumlichen Einschränkungen in der Hauptstadt wird erwartet, dass ein bestehender Bahnhof ausgebaut werden würde, um das Hochgeschwindigkeitsnetz unterzubringen.","Given space constraints in the capital, it is expected that an existing station would be expanded to accommodate the high-speed network.","Given the spatial constraints in the capital, it is expected that an existing station will be expanded to accommodate the high-speed network.",75.91,0.9136
Am zweiten Tag ging es nach Bad Dürkheim zur Saline und zum Volksfest Wurstmarkt.,"On the second day, they went to Bad Dürkheim, to the salt works and to the Wurstmarkt festival.","On the second day, they went to Bad Dürkheim to visit the salt mine and the Volksfest Wurstmarkt.",50.88,0.887
"Letztendlich läuft es auf den Geschmack hinaus, es läuft darauf hinaus, dass man versucht, sich mit dem besten Zeug, das Menschen geschaffen haben, auseinander setzt und dann versucht, diese Sachen zu dem zusammenzubringen, was man macht.","Ultimately it comes down to taste - it comes down to trying to expose yourself to the best stuff humans have done, and then trying to bring those things in to what you're doing.","At the end of the day, it comes down to taste, it comes down to trying to take the best that people have created and then trying to put that together with what you do.",30.2,0.8593
""" (José Alfredo) sagte mir,'ich hätte so gern dieses Monster', aber ich antwortete ihm, 'lass uns abwarten, Junge', denn es war sehr teuer"", erinnerte sich Cayetana traurig.","He told me (Jose Alfredo), I would like this monster,"" but I said ""we will see son"" because it was very expensive,"" remembered Cayetana with sadness.","""(José Alfredo) told me that he would love to have this monster, but I told him to wait, boy, because it was very expensive,"" Cayetana remembered sadly.",25.6,0.7917
"Die Gasfernleitung wurde konzipiert, um fünfzig Jahre lang zu funktionieren, ohne auch nur der geringsten Reparatur unterzogen werden zu müssen.",The gasduct was designed to work for 50 years without any need for even the smallest repair.,The gas pipeline was designed to last 50 years without any repairs.,20.27,0.8644
"Das Spiel der Broncos war wohl ein gutes Spiel, ich habe es noch nicht angesehen, aber was war das Ergebnis? 16 : 12 ?","The Broncos game was probably a good game, I haven't watched it yet but what was the score? 16-12?","The Broncos' game was a good game, I haven't seen it yet, but what was the result? 16-12?",49.34,0.8987
"Mach ein soziales Jahr, da gibt es einen Einblick, da kann man sehen, wie es vor Ort, im Brennpunkt vielleicht auch, wirklich ist.","Do a social year, you can get an insight, can see what it is really like on site, in the thick of things too perhaps.","Do a year of social work and you get an insight, you can see how it really is on the ground, perhaps at the focal point.",16.48,0.7769
"Härtere Gesetze werden in Großbritannien, Neuseeland, Südafrika und Indien erwogen.","Tougher laws are being considered in Britain, New Zealand, South Africa and India.","Tougher laws are being considered in Britain, New Zealand, South Africa and India.",100.0,0.9745
"Sein zweites Anliegen sei, der Kunst in schnelllebiger Zeit wieder zu mehr Stellenwert zu verhelfen: ""Die Wahrnehmung von Bildwelten ist heute von Reklame geprägt, und die ist laut.","His second point is that he wants to help art once more to take a more significant place in this fast moving age: ""The perception of the visual world today is shaped by advertising, which is loud.","His second concern is to give art more importance in a fast-paced world: ""The perception of images is today dominated by advertising, which is loud.",25.26,0.8063
"Wir wissen ohne den Schatten eines Zweifels, dass wir ein echtes neues Teilchen haben, und dass es dem vom Standardmodell vorausgesagten Higgs-Boson stark ähnelt.","We know without a shadow of a doubt that it is a new authentic particle, and greatly resembles the Higgs boson predicted by the Standard Model.",We know without the shadow of a doubt that we have a real new particle and that it strongly resembles the Higgs boson predicted by the standard model.,40.1,0.9201
Die Verbreitung von Lebensmittelallergien unter Kindern hat laut CDC zwischen 1997 und 2007 um 18 Prozent zugenommen.,The CDC found the prevalence of food allergies among children increased 18 percent between 1997 and 2007.,"According to the CDC, the prevalence of food allergies among children increased by 18 percent between 1997 and 2007.",61.53,0.9418
"Ihr Motto auf dem großen Plakat hieß ""Wir sind gegen Bauruinen"".","Their motto, on the large billboard stated ""We are against unfinished buildings"".","Their slogan on the big poster was ""We are against building ruins"".",21.42,0.8357
"In diesen Investionen fährt IBM auch nach 2008 fort, als die neuzeitliche Finanzkrise zum ersten Mal wie ein Sturm über die Welt fegte.","It has continued the investments even after 2008, when the modern economic crisis first hit the world.","IBM continued to invest in these areas even after 2008, when the modern financial",31.69,0.7359
"Er muss mindestens die gleichen Chancen wie die vor ihm erhalten, aber dies hängt natürlich von der Mannschaftsaufstellung in den Vereinigten Arabischen Emiraten ab.",He must at least be afforded the same opportunity as those before him but this will of course depend on the make-up of the side in the UAE.,"He has to be given at least the same chances as the players in front of him, but",4.45,0.7051
"Darüber hinaus werden durch diese Gesetze ebenfalls die Zeiträume für die vorzeitige Stimmabgabe verkürzt, das Recht für ungültig erklärt, sich am Wahltag als Wähler zu registrieren, und Staatsbürgern das Wahlrecht abgesprochen, für die eine Gerichtsakte vorliegt.","Furthermore, these laws also reduce early voting periods, invalidate the right to register as a voter on election day and withdraw the right to vote of citizens with a criminal record.","In addition, these laws also shorten the period for early voting, invalidate the right to register as",21.75,0.7031
"Im Gegenzug sollte der Staat Aktienoptionsscheine der Finanzgesellschaften erhalten, die bei entsprechender Kursentwicklung eingelöst werden könnten, um die Belastung für die Staatskasse zu reduzieren.","In turn, the United States was to obtain stock purchase warrants from the finance companies that could be discharged once share prices were appropriate, in order to reduce the burden on the National Treasury.","In return, the state would receive financial institutions' stock options, which could be redeemed if the",2.51,0.6392
"PSG kann mit Sicherheit das Geld locker machen, damit Neymar unterschreibt und ihn in eine Galaxie anderer Stars bringen, angesichts der Finanzierung des Teams durch die durch die Energie reiche Herrscherfamilie von Katar.","PSG can certainly stump up the cash to sign Neymar and add him to a galaxy of other stars, given the team's funding from the energy-rich ruling family of Qatar.",PSG can certainly loosen the purse strings to sign Neymar and bring him into a galaxy of other,15.85,0.6319
"In der römischen Zeit war Caesarea die wichtigste Stadt Judäas und Residenz der römischen Statthalter, darunter auch Pontius Pilatus.","During the Roman period, Caesarea was the main city of Judea and the residence of Roman prefects, including Pontius Pilate.","In Roman times, Caesarea was the most important city in Judea and the residence of",26.04,0.7948
"High Speed Two (HS2), ein im Januar gegründetes Unternehmen, das der Regierung eine Durchführbarkeitsstudie vorlegen soll, wird Lord Adonis laut der Times den Bericht am 30. Dezember überreichen.","High Speed Two (HS2), a company created in January to provide the Government with a feasibility study, will hand its report to Lord Adonis on December 30, The Times has learnt.","High Speed Two (HS2), a company set up in January to produce a feasibility study for",22.05,0.6543
"Drei Bauphasen hat dieses Bad bereits hinter sich; entdecken kann man nicht nur neoromanische Elemente, die aus Zeiten seiner Errichtung im Jahr 1844 stammen, sondern auch eine maurische Halle im Alhambra-Stil, die um 1900 hinzugefügt wurde.","The baths have already gone through three stages of construction. You will not only discover neo-Romanesque elements from the period after it was built in 1844, but also a Moorish hall in Alhambra style added around 1900.","The building has already gone through three construction phases, and it is possible to discover not only neo",5.81,0.5316
"Es macht keinen Sinn, dass Ecofin Ungarn Anfang des Jahres aus der Nichterfüllung ihrer Auslandszahlungen rettet und somit einem Euro-Mitgliedsland zugesteht, seinen Verpflichtungen nicht mehr nachzukommen.","It doesn't make sense that Ecofin saved Hungry from a breach of its external payments at the beginning of the year, and thatit is going to let a euro member-country fail to fulfill its commitments.",It does not make sense for the Ecofin to rescue Hungary at the beginning of the year for,11.21,0.5343
Deren Kinder wachsen in Deutschland auf und wollen an den Tisch.,Their children grow up in Germany and want to sit at the table.,Their children are growing up in Germany and want to sit at the table.,74.87,0.9188
"Während der Shell-Konzern Sabotage und den organisierten Öldiebstahl für mehr als 90 Prozent der Verschmutzung verantwortlich macht, sehen Umweltschützer berstende Bohrköpfe und lecke Pipelines als Hauptverursacher.","Whilst the Shell company says sabotage and organised theft of oil are responsible for more than 90 percent of the contamination, environmentalists believe burst drill heads and leaking pipelines are the main cause.",While the Shell company holds sabotage and organized oil theft responsible for more than 90 percent of,16.64,0.6912
14 Tonnen Material haben die Macher nach Angaben des Kurators Thierry-Maxime Loriot nach München gekarrt.,"According to curator Thierry-Maxime Loriot, the creators carted 14 tonnes of material to Munich.","According to curator Thierry-Maxime Loriot, 14 tonnes of material have been",45.43,0.7006
2014 ist aber auch sonst ein Jahr mit vielen Jubiläen.,"However, 2014 is also a year of many anniversaries in other respects.",2014 is also a year of many anniversaries.,51.01,0.9167
"Analyse der Faktoren, die sich darauf auswirkten, dass Melina Ramírez Serna die Krone der Miss Kolumbien nicht bekam.",Analysis of the factors that affected Serna Melina Ramirez for not getting the crown of Miss Colombia.,Analysis of the factors that prevented Melina Ramírez Serna from winning the Miss Colombia crown,25.94,0.8786
"Es wurde ein Ermittlungsverfahren eröffnet, was ein ""logischer"" Schritt in einer solchen Situation ist, teilte Gilles Hofstetter dem Le Tribune de Geneve mit.","A criminal investigation has been opened, a ""logical"" step in a situation like this, lawyer Gilles Hofstetter told Le Tribune de Geneve.","An investigation has been opened, which is a ""logical"" step in such a situation, Gilles",31.99,0.7862
Die Berufsfeuerwehr rückte aus und fand beim eintreffen die Hütte in Vollbrand vor.,The professional fire brigade drove out and on arrival found the hut fully in flames.,The professional fire brigade arrived to find the hut in full blaze.,19.62,0.9048
"Einige 26 Millionen Visa-Karten sind bereits mit dieser Funktionalität ausgestattet, und 75.000 Zahlungsterminals akzeptieren diese.",Some 26 million Visa bank cards are already equipped with this functionality and 75 000 payment terminals accept them.,"Some 26 million Visa cards already have this functionality, and 75,00",14.33,0.6657
"Zwar ist sie unfruchtbar, hofft allerdings, durch Adoption oder eine Leihmutter ein Kind bekommen zu können.","Though she is infertile, she hopes to become a parent through adoption or gestational surrogacy.","Although she is infertile, she hopes to be able to have a child through adoption or",43.85,0.827
"In dem Raum, in dem sich die Mitarbeiter von Riodoce zum Sicherheitstraining trafen, waren plötzlich keine Handys erlaubt. Tage zuvor wurde bekannt, dass Spyware, die ausschließlich an Regierungen verkauft wird, zur Überwachung von Journalisten und Aktivisten in Mexiko verwendet wurde.","In the room where Riodoce staff met for security training, suddenly no cellphones were allowed; days before, it was revealed that spyware sold exclusively to governments had been used to monitor journalists and activists in Mexico.","In the room where Riodoce employees met for security training, cell phones were suddenly banned.",11.82,0.77
"Supranonok soll zu einem Ring von Cyberkriminellen gehört haben, dem vorgeworfen wird, sich seit 2010 immer wieder Einblick in noch unveröffentlichte Finanzberichte und Pressemitteilungen auf Websites wie Business Wire, Marketwired und PR Newswire verschafft zu haben.","Supranonok belonged to a ring of cyber criminals who since 2010 have repeatedly been accused of providing inside views of as yet unpublished financial reports and press releases on websites such as Business Wire, Marketwired and PR Newswire.",Supranonok is alleged to have been part of a ring of cybercriminals accused of,2.47,0.5195
Gegen 5 Uhr sprang südlich der Pine Street ein Protestler auf das Dach eines Polizeifahrzeugs und andere Demonstranten ließen die Luft aus des Reifens eines Polizeibusses.,"Around 5 a.m., south of Pine Street, one protester jumped on the hood of a police car, and others were seen releasing the air from the tires of a police van.","Around 5 a.m., a protester jumped onto the roof of a police vehicle south of Pine",18.73,0.7569
Das große Rohölangebot hat die Preise in den vergangenen Wochen belastet.,Ample supplies of crude have weighed on the price in recent weeks.,The large supply of crude oil has weighed on prices in recent weeks.,24.02,0.9261
"Menschen mit afro-karibischer Herkunft waren durch Temperament und Körperbau für Unterhaltung und Sport geeignet, also sangen und rannten sie.","People of Afro-Caribbean origin were suited by temperament and physique to entertainment and athletics, and so they sang and sprinted.","People of African-Caribbean origin were temperamentally and physically suited to entertainment and sport, so",10.09,0.7621
"Sein Vater hatte es mit seinem eigenen Vater gespielt, so hatte er erzählt.","His father had played it with his own father, he'd told him.","His father had played with his own father, he said.",46.15,0.8144
Für den Schwerverkehr wurden am Mittwochabend keinerlei spezifische beschränkende Maßnahmen vorgesehen.,No special measures are contemplated for Wednesday evening to restrict the traffic of heavy loads.,No specific restrictive measures were planned for heavy traffic on Wednesday evening.,6.94,0.8799
"Dieses Jahr werden Amerikaner etwa 106 Millionen Dollar für Kürbisse ausgeben, so das US Census Bureau.","This year, Americans will spend around $106 million on pumpkins, according to the U.S. Census Bureau.","This year, Americans will spend about $106 million on pumpkins, according to the",52.64,0.9012
"Ausgezahlt werden soll die Summe aber nicht auf einen Schlag, sondern schrittweise.","The sum is not to be disbursed at one go, however, but incrementally.","However, the money will not be paid out all at once, but gradually.",6.69,0.8681
"Die Regel, nach der die geheimen Dossiers nur aus bereits bekannten Neuigkeiten bestehen dürfen, ist essentiell für die Dynamik der Geheimdienste, und das nicht erst in diesem Jahrhundert.",The rule according to which secret files may only contain already known news is essential for secret services dynamic and not only in the present century.,The rule that secret dossiers can only contain information already known is essential to the dynamics of,5.5,0.7784
Und ein Tor nach einem Freistoß wollen sich die Fortunen auch nicht mehr einfangen.,And the Fortunas don't want to let in any more goals after free kicks either.,And a goal after a free kick is not something the Fortunes want to catch up with.,5.88,0.5933
"Es ist nicht klar, ob der Vorfall in irgendeiner Weise in Verbindung mit den Wahlen steht.",It is not clear whether the incident was in any way related to the elections.,It is not clear whether the incident is in any way related to the elections.,81.54,0.9657
Zusammen könnten die Länder die Emissionen bis 2050 um 50 bis 95 Prozent senken.,"Together, the countries would cut emissions between 50 and 95 percent by 2050.","Together, the countries could reduce emissions by 50 to 95 percent by 2",25.49,0.8583
"Der Regierungschef hofft auf eine Neuauflage des von seinem Vorgänger Tony Blair gelungenen Schachzuges, der im Jahre 2005 für London die Organisation der Olympischen Spiele 2012 erzielt hatte.","The head of the British government hopes to repeat the coup of his predessesor Tony Blair, who in 2005 secured the choice of London as the venue of the 2012 Olympic Games.",The Prime Minister is hoping for a repeat of his predecessor Tony Blair's coup in 2005 when London was awarded the 2012 Olympics.,4.27,0.8245
Sie ist nun zehn (rechts) und erinnert sich überhaupt nicht an die Grausamkeiten,She is now ten (right) and has no memory at all of the atrocity,She is now 10 (right) and does not remember the cruelty,22.96,0.8832
"Mängel bei den dort registrierten Daten könnten bei Asylverfahren und Abschiebungen ""zu teils gravierenden Fehlentscheidungen"" führen, warnte Weise in einer Analyse, die der ""Süddeutschen Zeitung"" vorliegt.","Defects in the data registered there could lead to ""some grave mistakes in decisions"" when it comes to asylum procedures and deportations, warned Weise in an analysis received by the Süddeutsche Zeitung.","Deficiencies in the data recorded there could lead to ""partly serious errors"" in asylum procedures and deportations, warned Weise in an analysis obtained by the ""Süddeutsche Zeit",40.76,0.8463
"""Wir helfen Angehörigen und Patienten gleichermaßen"", berichtet Pflegedirektorin Nathalie Savard.","""We help relatives as much as patients"" says Nathalie Savard, Director of Care.","""We help both patients and their families,"" reports nursing director Nathalie Savard.",12.46,0.8603
"Glück ist eine Oase, die zu erreichen nur träumenden Kamelen gelingt",Happiness is an oasis that only dreaming camels manage to reach,Luck is an oasis that only dreaming camels can reach,59.78,0.8797
"Der Vorfall ereignete sich, als die Beamten der Verkehrspolizei der Region Álava die Verkehrskontrolle auf der N-1 bereits abgeschlossen hatten und vorbei durch das Stadtgebiet von Armiñon fuhren.","This occurred when some officials of the Alava Highway Police were conducting an audit of transports along the N-1, at the point which it crosses the district town of Armiñón.",The incident occurred when the traffic police of Álava had already completed the traffic control on the N-1 and were driving through the city of Arminon.,4.2,0.7714
"Ich komme nun zur zweiten Neuheit, die jedoch einen kurzen Einschub voraussetzt.",I'm getting to the second novelty that however predicts a split.,"I will now move on to the second novelty, but I need to make a short digression first.",13.26,0.6752
"Die republikanische Blockadepolitik kann nicht erklären, weshalb man das Abhören ausländischer Staatsoberhäupter zulässt oder die Tötung unschuldiger Kinder durch Drohnen in Übersee.","Republican obstructionism cannot explain allowing the bugging of foreign leaders, nor having drones strike innocent children overseas.",The Republican blockade policy cannot explain why it allows eavesdropping on foreign heads of state or the killing of innocent children by drones overseas.,6.07,0.8396
"Er schätzte in einem Bericht vom Dezember 2011, dass die Handgepäckgebühr Spirit jährlich 50 Millionen US-Dollar einbringe.",He estimated in a December 2011 report that Spirit's carry-on fee brings in $50 million a year.,He estimated in a December 2011 report that Spirit's carry-on fee was bringing in $50 million annually.,68.59,0.9364
"Wir rannten die Treppe hinunter, und es dauerte etwa 10 Minuten, um von der 50. Etage nach unten zu kommen"", erzählte ein Bewohner, der seinen Namen als George angab, Reuters.","We ran down the stairs and it took us about 10 minutes to reach from the 50th floor,"" a resident who gave his name as George told Reuters.","We ran down the stairs, and it took about 10 minutes to get down from the 50th floor,"" said a resident who gave his name as George to Reuters.",57.64,0.9031
"""Noch im Sommer 2007, als der amerikanische Immobilienmarkt in Flammen stand, hat die UBS dort gekauft"", sagt Bankenexperte Geiger.","""UBS was buying as late as the summer of 2007 when the US housing market was in flames,"" says banking expert Geiger.","""Even in the summer of 2007, when the American real estate market was on fire, UBS bought there,"" says banking expert Geiger.",34.46,0.8592
Sie machen sich somit die von Carlo Ancelotti eingeführte Konkurrenz zunutze...,So you benefit from the competition brought in by Carlo Ancelotti...,You are taking advantage of the competition introduced by Carlo Ancelotti...,39.35,0.8601
"Wissenschaftler haben zuvor darauf hingedeutet, dass die langsame Umdrehung der Venus durch ihre dichte Atmosphäre erklärt werden könnte.",Scientists have previously suggested that Venus' slow rotation rate is explained by its thick atmosphere.,Scientists have previously suggested that the slow rotation of Venus could be explained by its dense atmosphere.,31.98,0.9173
"Die Strategie, die sich IBM in den letzten drei Jahren auszahlt ist das Konzept ""Smarter Planet"".","In the past three years, IBM has been highly successful with its Smarter Planet concept.","The strategy that has paid off for IBM in the last three years is the ""Smarter Planet"" concept.",6.96,0.8499
"Aber wer würde hier schon einen Minikindergarten erwarten, mit allem was dazu gehört: farbenfrohen Wänden, kreativen Möbeln, einer Menge Spielzeug und sogar einen Minispielplatz auf der Außenterrasse.","Nobody would expect that it contains a tiny kindergarten with everything necessary - with colored walls, imaginative furniture, a bunch of toys and even a miniature golf course on the outdoor terrace.","But who would expect to find a mini nursery, complete with all the accoutrements: colorful walls, creative furniture, a lot of toys and even a mini playground on the outdoor terrace",23.08,0.8516
"Man müsse Menschen davon überzeugen, Nichtraucher zu werden, erklärte Studienleiter Heiner Boeing vom DIfE: ""Rauchen verkürzt die Lebenszeit.""","People should be persuaded to become non-smokers, declared study leader Heiner Boeing of DIfE: ""Smoking shortens the lifespan"".","People need to be convinced to become non-smokers, explained study leader Heiner Boeing from the DIfE: ""Smoking shortens life expectancy.""",35.89,0.8965
"Die Decke war nicht groß genug, um zwei Räume übereinander zu platzieren, so dass die architektonische Herausforderung darin bestand, ein Zwischengeschoss zu schaffen, in dem man stehen konnte.",The ceiling wasn't quite tall enough to add two spaces on top of each other so the architectural challenge was to create a mezzanine that you could stand up in.,"The ceiling was not big enough to place two rooms on top of each other, so the architectural challenge was to create a mezzanine where you could stand.",45.56,0.9135
Ab jetzt wird Sra. Rushmore mit dem Design und der Herstellung der Kampagnen beauftragt sein.,"From this point forward, Sra. Rushmore will be in charge of campaign design and production.","From now on, Mrs Rushmore will be responsible for designing and producing the campaigns.",9.93,0.9052
"Als sich das Opfer wehrte, habe er mit einem Knüppel auf ihre Hände und gegen ihren Kopf geschlagen.","When the victim defended herself, he struck her hands and head with a truncheon.","When the victim fought back, he hit her hands and head with a stick.",42.61,0.823
Im Februar dieses haben wir über den Start des virtuellen Anbieters Mobilking in Polen berichtet.,"In February of this year, we informed you of the start of the virtual operator Mobilking in Poland.",In February this year we reported on the launch of the virtual operator Mobilking in Poland.,42.51,0.8851
"Mertens sagte nun: ""Anfang Juli haben wir ein wichtiges Etappenziel in der Aufarbeitung der Dieselkrise erreicht.",Mertens now says: ‘At the start of July we have an important milestone by which the diesel crisis will have been worked out.,"Mertens said: ""At the beginning of July, we have reached an important milestone in the processing of the diesel crisis.",12.92,0.8734
"Die globalen Machtgelüste der Rothschilds führten in den Jahren 1859 - 1871 zur Formulierung eines Plans zur Entfesselung von drei Weltkriegen durch Albert Pik, einen Freimaurer des 33. und damit höchsten Grades der Erkenntnis.","Their thirst for global power led in the years of 1859 - 1871 to the formulation of a three-world-war plan by the freemason leader of the 33rd degree, Albert Pike.","The global ambitions of the Rothschilds in the years 1859 - 1871 led to the formulation of a plan to unleash three world wars by Albert Pik, a",21.1,0.6959
"Zuerst 2009, als sowohl der IWF wie auch die Europäische Kommission Anreize für Defizite schafften und die deutsche Regierung sich eine Verfassungsreform aus dem Ärmel zog, um dies ab 2016 zu verhindern.","Firstly, in 2009, when as much the IMF as the European Commission stimulated the deficits, the German Government presented a constitutional reform in order to prevent them from 2016.","First in 2009, when both the IMF and the European Commission were creating incentives for deficits and the German government was proposing a constitutional reform to prevent this from happening from 2",16.45,0.788
In der Folge prallte er mit seinem Lastwagen in das Heck eines Audis und schob dieses Fahrzeug auf einen davor stehenden Ford Fiesta.,As a result he ran into the rear of an Audi and pushed this vehicle into the Ford Fiesta stopped in front of it.,"He then crashed his lorry into the back of an Audi, pushing it into a Ford Fiesta in front of it.",23.36,0.8115
"Nach Föhnende am Donnerstagmorgen überquert uns eine markante Kaltfront, die kräftige Regenfälle, Windböen und einen Temperaturrückgang bringt.","Once the foehn has died away on Thursday morning a prominent cold front will cut across our region, bringing heavy rainfall, gusty winds and a drop in temperature.","After the foehn on Thursday morning, a strong cold front will cross us, bringing heavy rain, gusts of wind and a drop in temperature.",28.23,0.7841
"Daimler gab am Dienstag bekannt, dass es drei Millionen Mercedes-Fahrzeuge in Europa modifizieren werde, um seine Diesel-Emissionen zu reduzieren.",Daimler announced on Tuesday that it would modify three million Mercedes vehicles in Europe to reduce their diesel emissions.,Daimler announced on Tuesday that it will modify three million Mercedes vehicles in Europe to reduce its diesel emissions.,70.77,0.954
Durch TTIP soll die größte Freihandelszone der Welt mit 800 Millionen Menschen entstehen.,"The creation of TTIP will result in the largest free trade zone in the world, covering 800 million people.",TTIP aims to create the world's largest free trade zone with 800 million people.,23.32,0.899
"""Seit dem Beginn der Untersuchung im Jahr 2010"", betont er, ""hätte allein das Verkehrsministerium eine Milliarde Dollar an den Verträgen gespart"", denn einige zügelten dabei ihren Instinkt, um ihren Anteil zu erhalten!","""Since the inquiry opened in 2010, he says, the Ministry of Transport alone reportedly saved a billion dollars on contracts,"" with certain people curbing their instincts to get a share!","""Since the start of the investigation in 2010,"" he emphasises, ""the Ministry of Transport alone would have saved a billion dollars on contracts, because some were holding back",34.04,0.7887
"Es ist offensichtlich, dass sich eine Schweizerin im Alter von 49 Jahren, die von mehreren Fahrzeugen, einschließlich eines Lastwagens, überfahren wurde, selbst töten wollte.","Clearly looking to kill herself, the victim, a Swiss woman aged 49, was hit by several vehicles including a lorry.","It is obvious that a 49-year-old Swiss woman, who was run over by several vehicles, including a lorry, wanted to kill herself.",14.0,0.8586
"Seine Kokainabhängigkeit führte zu einer hoffnungslosen Kompromittierung und machte ihn empfänglich für die Motive führender Mitglieder der organisierten Kriminalität, die ihn beauftragten, wertvolle Informationen über polizeiliche Ermittlungen einzuholen.",His addiction to cocaine left him hopelessly compromised and vulnerable to the motives of leading members of organised crime groups who tasked him to obtain valuable information regarding police investigations.,His cocaine addiction led to a hopeless compromise and made him vulnerable to the motives of leading members of organised crime who hired him to gather valuable information on police investigations.,38.85,0.8824
"Ein Sprecher von Sikorsky sagte, das Unternehmen sei nicht daran beteiligt gewesen, den Hubschrauber auf dem South Lawn auszustellen.",A spokesperson for Sikorsky said the company was not involved in arranging for the helicopter to be displayed on the South Lawn.,A spokesman for Sikorsky said the company was not involved in displaying the helicopter on the South Lawn.,53.49,0.9042
"Skeldon, 47, dessen Name auf dem Mietvertrag stand, bekam im Juni eine Anordnung für antisoziales Verhalten.","Skeldon, 47, whose name was on the tenancy, was given an antisocial behaviour order in June.","Skeldon, 47, whose name was on the tenancy agreement, received an antisocial behaviour order in June.",75.91,0.9381
"Und das Schlimmste, was wir unter diesen Bedingungen tun könnten, ist uns selbst zu betrügen.",And the worst thing than we could do in these circumstances is to kid ourselves.,And the worst thing we can do under these conditions is to deceive ourselves.,22.52,0.8945
Gegen West Ham United unterliegt ManU 1:3. Die Art und Weise der Niederlage dürfte noch zu reden geben.,Against West Ham United ManU looses 1:3. The way of defeat certainly will remain a matter of discussion.,"In the match against West Ham United, ManU lost 1:3. The way they lost",27.69,0.7692
