source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Wer keinen Zugang zum Internet hat, kann die Familie, Freunde oder Nachbarn um Hilfe bei der Internetrecherche bitten.","If you don't have access to the internet, you can ask your family, friends or neighbours to help you look things up online.","If you do not have access to the Internet, you can ask your family, friends or neighbors for help with your Internet research.","If you do not have access to the Internet, you can ask your family, friends or neighbours for help with Internet research.","Who has no access to the Internet can ask the family, friends or neighbours for help with Internet research.",0.741,43.5,47.88,20.61,-22.89,0.9004,0.9171,0.8733,-0.027100000000000013
"Jetzt hat der Architekt Adolf Krischanitz den Pavillon umgebaut, er heißt jetzt ""21er Haus"" und wird in Zukunft als Museum für zeitgenössische Kunst genutzt.","The architect Adolf Krischanitz has now renovated the pavilion, which has been named the ""21er Haus"" and will be used as a contemporary art museum.","Now the architect Adolf Krischanitz has redesigned the pavilion, it is now called ""21er Haus"" and will be used in the future as a museum for contemporary art.","Now the architect Adolf Krischanitz has redesigned the pavilion, it is now called '21er Haus' and will be used in the future as a museum of contemporary art.","Now the architect Adolf Krischanitz has renovated the Pavilion, it is now called ""21er Haus"" and will be used in the future as a museum of contemporary art.Initial analysis: the translation accurately captures the meaning",0.741,37.68,23.18,27.72,-9.96,0.8899,0.8848,0.7927,-0.09720000000000006
"Für viele Kunden reicht ein neues Verb aus, um ihre alten Favoriten zu bekommen.","For many customers, a new Verb to get their old favorites is enough.","For many customers, a new verb is enough to get their old favorites back.","For many customers, a new verb is all they need to get their old favourites back.","For many customers, a new verb is enough to get their old favorites back.",0.741,57.87,42.09,57.87,0.0,0.9043,0.8707,0.9043,0.0
Bis jetzt hat der Staat für alle Flächenimpfungen der Kinder ca. 500.000 pro Jahr ausgegeben.,"So far, the state has been paying around 500 thousand crowns a year on all general vaccinations for children.","So far, the state has spent about 500,000 euros a year on vaccinations for all children.","To date, the state has spent around 500,000 euros on all childhood vaccinations.","To date, the state has spent around 500,000 euros on all childhood vaccinations.",0.741,33.9,14.51,14.51,-19.39,0.884,0.8589,0.8589,-0.02510000000000001
Denn diese Funktion will die Stadt auf jeden Fall behalten.,For the town wants to maintain this role at all costs.,Because this function wants to keep the city at all costs.,For the city will certainly retain this function.,Because the city wants to keep this function on any account.,0.741,27.09,8.13,8.52,-18.57,0.6993,0.7388,0.6401,-0.05920000000000003
"""Das war Ihr Schabowski-Moment"", meinte er in Anspielung auf die versehentliche Verkündung der DDR-Grenzöffnung durch Günter Schabowski.","He felt this was its Schabowski moment, alluding to the inadvertent announcement of the East German border opening by Günter Schabowski.","""That was your Schabowski moment"", he said in reference to Günter Schabowski's unintentional announcement of the opening of the Berlin Wall.","He said that was your Schabowski moment, in reference to Günter Schabowski's inadvertent announcement of the opening of the Berlin Wall.","""That was your Schabowski moment,"" he said in reference to Günter Schabowski's inadvertent announcement of the opening of the Berlin Wall.",0.741,8.77,17.73,15.92,7.15,0.7554,0.7842,0.7879,0.032500000000000084
Laut deutschen Medien wollte das BVT das Vorhandensein von Überwachungsantennen nachweisen und die Aktion führte zu einem Wortwechsel zwischen den USA und dem deutschen Außenministerium in Berlin.,German media say the BfV hoped to identify the presence of listening antennas and the action prompted an exchange between the US and the German foreign ministry in Berlin.,"According to German media, the BVT wanted to prove the existence of surveillance antennas and the action led to a word exchange between the USA and the German Foreign Ministry in Berlin.","According to German media, the BVT wanted to prove the existence of surveillance antennae and the action led to a word exchange between the USA and the German Foreign Ministry in Berlin.","According to German media, the BVT",0.741,17.09,13.06,0.58,-16.51,0.8302,0.8277,0.4221,-0.4081000000000001
"Statt sich von der Zahlungsunfähigkeit der US-Regierung verunsichern zu lassen, konzentrierten sich Investoren auf das, was vermutlich mehr zählt: die Federal Reserve.","Rather than being rattled by the U.S. government shutdown, investors kept their focus on what probably matters more: the Federal Reserve.","Instead of letting themselves be unsettled by the insolvency of the US government, investors focused on what probably matters more: the Federal Reserve.","Instead of worrying about the US government's inability to pay, investors focused on what probably matters more: the Federal Reserve.","Instead of worrying about the US government's inability to pay, investors focused on what probably matters more: the Federal Reserve.",0.741,38.55,36.15,36.15,-2.3999999999999986,0.8818,0.851,0.851,-0.03080000000000005
"Wir haben Glück, an die Orte der Welt fahren zu können, die wir schon immer einmal besuchen wollten.",We are fortunate to go to places in the world where we always wanted to go.,We are lucky to be able to travel to the places in the world that we have always wanted to visit.,We are lucky to be able to go to the places in the world that we have always wanted to visit.,We are lucky to be able,0.741,19.11,22.48,2.87,-16.24,0.9233,0.93,0.4799,-0.4434
Natürlich müsse der Autofahrer hier als Partner mitdenken und die Fahrbahn beobachten.,"Of course, drivers must also play their part and keep their eyes on the road.","Naturally, the driver of the car must think about his partner and keep an eye on the road.","Of course, the driver must think of the road as a partner and keep an eye on it.","Naturally, the motorist has to think of it as a partner and watch the road.Initial analysis: Naturally, the driver has to think of the road as a partner and keep an eye on it.",0.741,15.32,11.45,4.68,-10.64,0.7833,0.7701,0.5957,-0.1876
"Die Finanzmärkte erwarten jedoch ein Abwarten der Fed, mit einem Schlüsselindikator, der nur eine 30 % Chance auf eine Erhöhung anzeigt.","Financial markets, however, are expecting the Fed to hold off, with a key indicator showing only about a 30% chance of a boost.","The financial markets, however, expect the Fed to wait, with a key indicator that only shows a 30% chance of an increase.","However, the markets are expecting the Fed to wait, with a key indicator indicating only a 30% chance of an increase.","However, the financial markets are expecting",0.741,38.84,39.8,0.82,-38.02,0.9031,0.906,0.5574,-0.3457
"4 Menschen getötet, nachdem Polizisten Gummigeschosse auf Demonstranten in Nepal schießen",4 Killed After Police Fire Rubber Bullets at Protesters in Nepal,"4 people killed, after police fired rubber bullets at demonstrators in Nepal","Four people were killed, after police fired rubber bullets at demonstrators in Nepal.","Four people were killed, after police",0.741,7.35,5.82,0.0,-7.35,0.8859,0.8715,0.5368,-0.34909999999999997
"Staatsanwalt Andrew Edis QC erklärte dem Gericht im Old Bailey, News of the World habe im Mai 2005 ein falsches Gerücht dahingehend gehört, dass Clarke ein Verhältnis mit seiner „attraktiven Sonderberaterin“ Hannah Pawlby hätte.","Prosecutor Andrew Edis QC told the Old Bailey that the News of the World heard a false rumour in May 2005 that Clarke was seeing his ""attractive special adviser,"" Hannah Pawlby.","Prosecutor Andrew Edis QC told the court in the Old Bailey, News of the World had heard a false rumour in May 2005 that Clarke was having an affair with his “attractive special adviser” Hannah Pawlby.",State prosecutor Andrew Edis QC told the court in the Old Bailey that News of the World had heard a false rumour in May 2005 that Clarke was having an affair with his 'attractive special adviser' Hannah Pawlby.,Prosecutor Andrew Edis QC told the court in the Old Bailey that News of the World had heard a false rumour in May 2005 that Clarke was having an affair with his 'attractive special adviser' Hannah Pawlby.,0.741,49.6,47.85,52.06,2.460000000000001,0.8514,0.8496,0.8548,0.0033999999999999586
"Mr. Trump gewann West Virginia mit 42 Punkten, und Justice billigte nicht die demokratische Kandidatin Hillary Clinton.","Mr. Trump won West Virginia by 42 points, and Justice did not endorse the Democratic nominee, Hillary Clinton.","Mr. Trump won West Virginia with 42 points, and Justice did not approve the democratic candidate Hillary Clinton.","Mr Trump won West Virginia by 42 points, and Justice did not support the Democratic candidate, Hillary Clinton.","Mr. Trump won West Virginia by 42 points, and Justice did not endorse the Democratic candidate, Hillary Clinton.Initial analysis: the translation accurately captures the meaning",0.741,54.62,66.61,60.59,5.970000000000006,0.9107,0.9163,0.7804,-0.13029999999999997
"Barack Obama erinnerte sich an ein Fahrrad mit zehn Gängen und auch an einen Basketball, den ihm sein Vater, den er sehr selten sah, zu Weihnachten aus Kenia mitgebracht hatte.","Barack Obama remembered a ten-speed bicycle, but also a basketball that his Kenyan father, whom he had rarely seen, had given him for Christmas.","Barack Obama remembered a bicycle with ten gears and also a basketball that his father, whom he saw very rarely, had brought from Kenya for Christmas.","Barack Obama remembered a bicycle with ten speeds and a basketball, which his father, whom he rarely saw, had brought from Kenya for Christmas.","Barack Obama remembered a ten-speed bicycle and a basketball, which his father, whom he rarely saw, had brought from Kenya for Christmas.Initial analysis: The German ""Fahrrad mit zehn Gängen"" should be ""ten-speed bicycle"" not ""bicycle with ten speeds"" - ""Fahrrad"" is the German word for bicycle, and ""zehn Gängen"" means ""ten gears"" not ""speeds",0.741,34.76,24.94,12.74,-22.019999999999996,0.8723,0.8681,0.4888,-0.38349999999999995
"""Ich freue mich auf die Zusammenarbeit mit Kaspar Villiger und Oswald Grübel"".","""I am looking forward to working with Kaspar Villiger and Oswald Grübel.""","""I look forward to working with Kaspar Villiger and Oswald Grübel"".",I am looking forward to working with Kaspar Villiger and Oswald Grübel.,"""I look forward to working with Kaspar Villiger and Oswald Grübel.""",0.741,62.61,85.74,75.33,12.719999999999999,0.9594,0.9396,0.9625,0.0030999999999999917
"In vier Ausbildungsberufen sind die neuen Mitarbeiter künftig tätig: Elektroniker (drei Auszubildende), Mechatroniker (zwei), Werkzeugmechaniker (zwei) und Verfahrensmechaniker (zwei).",The new trainee employees will receive training for four future job areas: Electronics engineers (three trainees); mechatronics engineers or technicians (two); tool mechanics (two) and process engineers (two).,"In four apprenticeships, the new employees will be active in the future: electronics (three apprentices), mechatronics (two), tool mechanics (two) and process mechanics (two).","In four apprenticeships, the new employees will be working: electronics (three), mechatronics (two), toolmaker (two) and process mechanic (two).","In four training courses, the new employees will be working: electronics (three trainees), mechatronics (two trainees), toolmaker (two trainees) and process mechanic (two trainees).",0.741,27.47,20.52,13.32,-14.149999999999999,0.7952,0.7903,0.7889,-0.006299999999999972
Denn die UBS ist einerseits riesig - bis vor kurzem war sie der größte Vermögensverwalter der Welt - und schlittert andererseits seit Jahren von einem Skandal in den nächsten.,UBS is both huge - it was the biggest asset manager in the world until recently - and has been struggling from one scandal to the next for years.,Because the UBS is on the one hand huge - until recently it was the largest asset manager in the world - and on the other hand it has been embroiled in scandal after scandal for years.,"After all, UBS is huge - until recently it was the world's largest wealth manager - and it has been embroiled in scandal after scandal for years.","After all, UBS is huge - until recently it was the world's largest wealth manager - and has been embroiled in scandal after",0.741,20.49,12.71,15.34,-5.149999999999999,0.8193,0.843,0.8062,-0.0131
Insbesondere bietet die Geschichte für die Wirtschaft nur geringe Anleitung zum Ablauf.,"For the economy specifically, history offers little guide about timing.","In particular, the history of the economy offers little guidance for the course of events.","In particular, history offers the economy little guidance on how to proceed.","In particular, history offers the economy little guidance on how to proceed.",0.741,7.44,14.46,14.46,7.0200000000000005,0.818,0.8365,0.8365,0.018500000000000072
"Wird er in allen Anklagepunkten für schuldig befunden, droht ihm eine lebenslange Haftstrafe.","If he's convicted on all counts, he could face a life sentence.","If he is found guilty on all counts, he faces a life sentence.","If he is found guilty on all counts, he faces a life sentence.","Will he be found guilty on all charges, he could face a life sentence.",0.741,42.31,42.31,48.42,6.109999999999999,0.9523,0.9523,0.9017,-0.05060000000000009
"Die Firma ist ursprünglich nicht angetreten, um Bundesstaaten bei der Besteuerung von Autofahrern zu helfen.",The firm was not originally in the business of helping states tax drivers.,The company was not originally intended to help the federal states with the taxation of car drivers.,The company was not originally involved in helping states to tax motorists.,The company was not originally involved in helping states to tax motorists.,0.741,11.64,15.51,15.51,3.869999999999999,0.8528,0.8736,0.8736,0.02080000000000004
Am Dienstagmittag erreichen 49 Menschen nach einer meist langen Flucht die Stadtverwaltung in Weimar.,On Tuesday afternoon 49 people reach the municipality of Weimar after a mostly long flight.,"On Tuesday afternoon, 49 people arrive at the city administration in Weimar after a long flight.","On Tuesday afternoon, 49 people arrive at the city hall in Weimar after a long journey.","On Tuesday afternoon, 49 people arrive",0.741,20.35,16.54,8.5,-11.850000000000001,0.8341,0.829,0.5911,-0.243
Unter die Besucherinnen der Frühstücksrunde mischte sich auch Bürgermeisterkandidat Roman Waizenegger.,Mayoral candidate Roman Waizenegger was also to be found among the visitors to the joint breakfast.,Bürgermeisterkandidat Roman Waizenegger also mixed in with the guests at the breakfast round.,"Among the guests at the breakfast meeting was also Roman Waizenegger, a candidate for mayor.",Among the guests at the breakfast,0.741,6.27,7.92,1.71,-4.56,0.7264,0.8275,0.4565,-0.26990000000000003
"Er kannte den Ur-Entwurf, und er kannte die Probleme des Gebäudes, das schon bei seiner Versetzung nach Wien und seiner Umnutzung an Großzügigkeit und Leichtigkeit verlor.","He knew the original design and knew the issues the building was facing, a building that had already lost some of its grandeur and lightness when it was relocated to Vienna and converted.","He knew the original design, and he knew the problems of the building, which had already lost its grandeur and lightness when it was moved to Vienna and rebuilt.","He knew the original design, and he knew the problems of the building, which lost its grandeur and lightness when it was moved to Vienna and converted.","He knew the original design, and he knew the problems of the building, which lost its grandeur and",0.741,37.55,40.71,14.47,-23.08,0.8681,0.8691,0.7043,-0.16379999999999995
"Andernfalls, so Watzke, werde der BVB bis Ende der kommenden Woche eine Sanktion festlegen.","Otherwise BVB will impose a sanction by the end of next week, said Watzke.","Otherwise, so Watzke, the BVB will impose a sanction until the end of the coming week.","Otherwise, according to Watzke, the BVB will impose a sanction by the end of next week.","Otherwise, so Watzke, the BVB will",0.741,28.62,58.37,5.35,-23.270000000000003,0.8129,0.9078,0.4818,-0.33109999999999995
"Einige Trainer hätten Hayne für den Rest des Spiels auf die Bank verbannt, als er ein Gerangel so verlor, wie es der Aussie-Rugby-Liga-Konvertit bei seinem ersten Punt-Return am Dienstag beim 20-3 Sieg gegen Minnesota tat.",Some coaches would have benched Hayne for the rest of the game for losing a fumble like the Aussie rugby league convert did on his first punt return in Tuesday's 20-3 win against Minnesota.,"Some coaches wanted to bench Hayne for the rest of the game after he lost a fight so badly, as the Aussie rugby league convert did at his first punt return on Monday in the 20-3 win over Minnesota.",Some coaches would have sent Hayne to the bench for the rest of the game after he lost a fight so badly that the Australian rugby league convert did at his first punt return on Tuesday in the 20-3 win over Minnesota.,"Some coaches would have benched Hayne for the rest of the game, as he lost a fight so badly that the Australian rugby league convert did at his first punt return on Tuesday in the 20-3 win over Minnesota.",0.741,38.07,33.28,44.95,6.880000000000003,0.8175,0.7633,0.762,-0.055499999999999994
Boll befand sich zu diesem Zeitpunkt auf dem Flug zu einem langfristig vereinbarten Sponsorentermin in China.,At this time Boll was on a flight to a long arranged appointment with sponsors in China.,Boll was on his way to a long-term sponsorship meeting in China at the time.,Boll was on his way to China at the time.,Boll was on his way to China for a long-term sponsorship meeting at the time.,0.741,12.57,9.12,10.27,-2.3000000000000007,0.8206,0.7336,0.8053,-0.01529999999999998
"Am Samstag hatte Herr Hollande seine Mitsozialisten dringend dazu aufgerufen, sich ""vereint"" mit der Regierung zu zeigen.","On Saturday, Mr Hollande had implored his fellow Socialists to remain ""united"" with the government.","On Saturday, Mr. Hollande called on his Socialist colleagues to show ""unity"" with the government.","On Saturday, Mr Hollande called on his Socialist colleagues to show themselves 'united' with the government.","On Saturday, Mr Hollande urged his",0.741,32.92,33.5,11.59,-21.330000000000002,0.901,0.9022,0.5391,-0.3619
"Mit dem Trio auf dem Feld sind der ehemalige Masters-Sieger Ian Woosnam und die Senior Major Champions Paul Broadhurst, Roger Chapman, Mark James und Mark McNulty.","Joining the trio in the field are former Masters winner Ian Woosnam and Senior major champions Paul Broadhurst, Roger Chapman, Mark James and Mark McNulty.","With the trio on the field are the former Masters winner Ian Woosnam and the Senior Major Champions Paul Broadhurst, Roger Chapman, Mark James and Mark McNulty.","With the trio on the field are the former Masters winner Ian Woosnam and the Senior Major Champions Paul Broadhurst, Roger Chapman, Mark James and Mark McNulty.","With the trio on the field are the former Masters winner Ian Woosnam and the Senior Major Champions Paul Broadhurst, Roger Chapman, Mark James and Mark McNulty.",0.741,59.44,59.44,59.44,0.0,0.8937,0.8937,0.8937,0.0
"""Ich hätte mich gefreut, wenn Mesut Özil weiter für Deutschland gespielt hätte.",I would be happy if Mesut Özil continued to play for Germany.,"""I would have been pleased if Mesut Özil had continued to play for Germany.""",I would have been delighted if Mesut Özil had continued to play for Germany.,I would have been pleased if Mesut Özil had continued to,0.741,38.99,44.8,17.1,-21.89,0.9279,0.9124,0.7496,-0.1782999999999999
"Menge: Normalerweise in Steinfurt in der Möbelbörse, einmal in der Woche helfe ich hier in Greven in der Möbelbrücke aus.","Menge: Normally in Steinfurt in the furniture exchange, and once a week I help out here in Greven in the Möbelbrücke.","Amount: Normally in Steinfurt in the furniture store, once a week I help here in Greven in the furniture bridge.","Menge: Normally in Steinfurt in the furniture market, once a week I help here in Greven in the furniture bridge.","Menge: Normally in Steinfurt in the furniture market, once a week I help here in Greven in the furniture bridge.",0.741,55.16,59.83,59.83,4.670000000000002,0.666,0.7537,0.7537,0.0877
"40 Prozent der Opfer zahlten bereitwillig die von den Tätern geforderten Lösegelder, um die angegriffenen Systeme und Daten wieder nutzen zu können.",40 percent of the victims willingly paid up the ransom demanded by the perpetrators so that they were able to use their systems and data that had been affected by the attack.,"Forty percent of the victims paid willingly the ransom demanded by the attackers, in order to be able to use the attacked systems and data again.",Forty per cent of the victims paid the ransom demanded by the perpetrators in order to be able to use the attacked systems and data again.,Forty per cent of the victims paid the ransom demanded by the perpetrators in order to be able to use the attacked systems and data again. Response: the translation accurately captures the meaning,0.741,25.71,25.24,23.98,-1.7300000000000004,0.8865,0.8754,0.7974,-0.08909999999999996
"Der inzwischen achtjährige Tiago sei aber gut vorwärtsgekommen und lerne nun privat in New York, wo es die besten Therapeuten gebe.","Tiago is now eight years old and has made great strides, being schooled privately in New York, where the best therapists are located.","Tiago, who is now eight years old, has made good progress and is now learning privately in New York, where there are the best therapists.","However, Tiago, who is now eight years old, has made good progress and is now learning privately in New York, where there are the best therapists.","The eight-year-old Tiago, however, has made good progress and is now learning privately in New",0.741,36.47,33.99,8.25,-28.22,0.8944,0.8868,0.7706,-0.12380000000000002
"Manche Umgebungen sind dazu noch ausgesprochen hübsch anzusehen, obwohl das technische Niveau der Grafik nicht über das der früheren Teile der Serie hinausgeht.","Despite the graphics being on the same level of previous parts of the series, some of the environments are very nice to look at.","Some environments are so beautiful to look at, even though the technical level of the graphics does not go beyond that of the earlier parts of the series.","Some environments are very pretty to look at, although the graphics are not much better than those of the earlier parts of the series.",The environments are still very pretty,0.741,16.49,20.02,0.64,-15.849999999999998,0.863,0.8761,0.5402,-0.3228
Am Vormittag suchten etwa 150 Fahrer die Niederlassung eines Komitees in Paris auf.,"During the morning, some 150 drivers invaded a works council meeting at the company's seat in Paris.",About 150 drivers were looking for the headquarters of a committee in Paris in the morning.,"In the morning, about 150 drivers were looking for the premises of a committee in Paris.","In the morning, about 150 truck drivers were looking for the premises",0.741,7.79,15.28,8.62,0.8299999999999992,0.6733,0.6652,0.5735,-0.0998
"Während sich in der Dieselkrise übers Wochenende eine Annäherung abgezeichnet hat, liegen Union und SPD beim geplanten Fachkräftezuwanderungsgesetz noch weit auseinander.","While over the weekend a rapprochement has emerged in the diesel crisis, the Union and SPD are still far apart in the planned skilled labor immigration law.","While over the weekend a rapprochement in the diesel crisis has become apparent, the Union and the SPD are still far apart on the planned skilled worker immigration law.","While a rapprochement has taken place over the weekend in the diesel crisis, the Union and the SPD are still a long way apart on the planned skilled worker immigration law.","While a rapprochement has taken place over the weekend in the diesel crisis, the Union and the SPD are still a long way apart on the planned skilled worker immigration law.",0.741,49.39,39.28,39.28,-10.11,0.8955,0.8877,0.8877,-0.007799999999999918
"Spirit Airlines Inc. verlangte vor drei Jahren als Erste Gebühren für Handgepäck und später folgte Allegiant Air, ebenfalls ein Billigflieger.","Spirit Airlines Inc. started the first carry-on fee three years ago, and fellow discounter Allegiant Air later followed.","Spirit Airlines Inc. demanded three years ago as the first fees for hand luggage and later followed Allegiant Air, also a low-cost carrier.","Three years ago, Spirit Airlines Inc. was the first to charge fees for hand luggage and Allegiant Air, another low-cost airline, followed suit.","Three years ago, Spirit Airlines Inc. began charging for hand luggage and Allegiant Air, another low-cost airline, followed suit.",0.741,18.09,15.64,17.06,-1.0300000000000011,0.7527,0.8419,0.8356,0.08289999999999997
"Abtreibungsbefürworter und das American College of Ostretricians and Gynecologists sowie die American Medical Association sagen übereinstimmend, dass Einweisungsrechte von Ärzten unnötige Einschränkungen verlangen.","Abortion rights campaigners, along with the American College of Obstetricians and Gynecologists and the American Medical Association, say admitting privileges laws impose medically unnecessary requirements on doctors.",Pro-abortionists and the American College of Obstetricians and Gynecologists as well as the American Medical Association say in unison that the right of doctors to refer patients is unnecessary.,Pro-abortionists and the American College of Obstetricians and Gynecologists and the American Medical Association all say that doctors' referral rights are unnecessary restrictions.,Pro-abortionists and the American College of Obstetricians and Gynecologists and the American Medical Association all say that doctors' referral rights are unnecessary restrictions. Response by translator: the translation accurately captures the meaning,0.741,31.41,38.88,34.54,3.129999999999999,0.7988,0.7977,0.7222,-0.0766
"Ich habe dunkle Haare, bin Studentin und mein Kleid ist secondhand.","I have dark hair, am a student, and my dress is second-hand.","I have dark hair, I am a student and my clothes are secondhand.","I have dark hair, I am a student and my clothes are second-hand.","I have dark hair, I am a student and my clothes are secondhand.",0.741,37.03,39.13,37.03,0.0,0.934,0.9387,0.934,0.0
"Es würde dem Ansehen der katholischen Kirche sehr dienen, wenn Müller und Ratzinger ihr tiefes Bedauern über eigene Unterlassungen oder ihre damals falsche Einschätzung der Vorgänge ausdrücken würden.",It would be of great service to the reputation of the Catholic Church if Müller and Ratzinger were to express their deep regret over their own failures or their false assessments of events back then.,It would do the reputation of the Catholic Church a lot of good if Müller and Ratzinger would express their deep regret over their own omissions or their wrong assessment of the events at that time.,It would be a great help to the reputation of the Catholic Church if Müller and Ratzinger were to express their deep regret over their own omissions or their mistaken assessment of the situation at the time.,It would be a great help to the reputation of the Catholic Church if Müller and Ratzinger were to express their deep regret over their own omissions or their mistaken assessment of the situation at the time. Response: the translation accurately captures the meaning,0.741,38.6,57.89,47.48,8.879999999999995,0.8859,0.8838,0.82,-0.06590000000000007
"Die chinesische Schwimmerin Ai Yanhan, 14, schwamm die zweite Etappe der Schwimmstaffel 1:57,79 - 1,61 Sekunden langsamer als Kanadas Taylor Ruck, was es den Kanadiern ermöglichte, die Lücke zu China aufzuschließen.","Chinese swimmer Ai Yanhan, 14, swam the second leg of the relay in 1:57.79 - 1.61 seconds slower than Canada's Taylor Ruck, allowing the Canadians to close the gap on China.","The Chinese swimmer Ai Yanhan, 14, swam the second stage of the swimming relay 1:57,79 - 1,61 seconds slower than Canada's Taylor Ruck, which enabled the Canadians to close the gap to China.","Chinese swimmer Ai Yanhan, 14, swam the second leg of the swimming relay in 1:57.79 - 1.61 seconds slower than Canadian Taylor Ruck, which enabled the Canadians to close the gap on China.","Chinese swimmer Ai Yanhan, 14, completed the second leg of the swimming relay in 1:57.79 - 1.61 seconds slower than Canada's Taylor Ruck, which allowed the Canadians to close the gap on China.",0.741,54.15,76.43,76.43,22.28000000000001,0.8607,0.8773,0.8787,0.018000000000000016
"Jorge versichert, 35 Freunde zu kennen, die er in FB hat und neun Folger in Twitter.",Jorge says he knows the 35 friends he has on FB and his nine followers on Twitter.,Jorge says that he knows 35 friends on Facebook and 9 followers on Twitter.,Jorge claims to know 35 friends on Facebook and nine followers on Twitter.,Jorge claims to know 35 friends on Facebook and nine followers in Twitter.,0.741,21.08,25.12,8.18,-12.899999999999999,0.8867,0.8736,0.8724,-0.01430000000000009
Für die zahlreichen Musiker und Schauspieler gab es vom Publikum Jubel und Applaus - Buhrufe dagegen für den republikanischen Senator Jeff Flake.,"For the numerous musicians and actors there were cheers and applause from the audience - by contrast, Republican Senator Jeff Flake was booed.","For the many musicians and actors, there was applause and cheers from the audience - booing for the republican senator Jeff Flake.","For the many musicians and actors, there was applause and cheers from the audience, but boos for the Republican senator, Jeff Flake.","For the many musicians and actors, there was applause and cheers from the audience, but booing for the Republican senator, Jeff Flake.",0.741,18.82,13.17,13.17,-5.65,0.7506,0.8137,0.8183,0.06769999999999998
"""Dieser Wettkampf ist der ranghöchste und in China angesehenste"", erklärte der sympathische Pfundskerl.","""This competition is the most often mentioned and the most prestigious in China,"" explained the agreeable, strapping young man.","""This competition is the highest and most prestigious in China"", explained the sympathetic pounder.",The boxer said that this was the highest-ranking and most prestigious competition in China.,"""This is the highest-ranked and most prestigious in China,"" said the sympathetic pound-for-pounder.",0.741,28.35,4.85,24.63,-3.7200000000000024,0.7296,0.6669,0.5643,-0.1653
"Werner Söllner ist, so weit man nach bisherigem Kenntnisstand sagen kann, nicht nur Täter, sondern auch Opfer.","Werner Söllner is, inasmuch as can be said on the basis of the current knowledge, not only a perpetrator, but also a victim.","Werner Söllner is, so far as one can say on the basis of current knowledge, not only a perpetrator, but also a victim.","Werner Söllner is, so far as we know, not only a perpetrator, but also a victim.","Werner Söllner is, so far as we know, not only a perpetrator, but also a victim. Response: the translation accurately captures the meaning",0.741,64.86,45.71,46.6,-18.259999999999998,0.9077,0.8663,0.7932,-0.11449999999999994
"Er hasste den Ort, fand ihn provinziell und kleinkariert und lehnte ihn für seine marxistisch-deterministische Geschichtsperspektive ab.","He loathed the place as provincial and petty, and for its adherence to the Marxist-determinist view of history.","He hated the place, found it provincial and small-minded and rejected it for his Marxist-deterministic historical perspective.","He hated the place, found it provincial and parochial and rejected it for its Marxist-deterministic historical perspective.","He hated the place, found it provincial and small-minded, and because of his Marxist-deterministic view of history.",0.741,6.65,7.56,18.36,11.709999999999999,0.8391,0.8193,0.8403,0.0012000000000000899
"Wir brauchen Dutzende Jahre, um es ein klein wenig zu vergessen.",We need dozens of years to pass in order to forget it a little.,We need dozens of years to forget it a little.,We need dozens of years to forget it a little.,We will need dozens of years,0.741,62.81,62.81,11.99,-50.82,0.8575,0.8575,0.5538,-0.3037000000000001
"Er sagte, verletzliche Schwellenmärkte müssten ""Krisenpläne"" erstellen, um sich selbst für einem Abwärtstrend und einem signifikanten Kapitalabwanderung ihrer Wortschaften zu schützen.","He said vulnerable emerging markets needed to make ""contingency plans"" to protect themselves from a downturn and significant capital outflows from their economies.","He said that vulnerable emerging markets should create ""crisis plans"" to protect themselves from a downward trend and a significant capital outflow of their words.",He said that vulnerable markets had to draw up 'crisis plans' to protect themselves from a downward trend and a significant capital outflow.,"He said that vulnerable emerging markets had to draw up ""crisis plans"" to protect themselves from a downward trend and a significant capital outflow.",0.741,30.62,19.4,31.82,1.1999999999999993,0.7822,0.8578,0.8829,0.10070000000000001
"Hemingway erzählte die Geschichte eines Kämpfers, eines mutigen Mannes, der nicht aufgibt und letztendlich durch sein Wissen und auch seine Willensstärke den Kampf gegen den Fisch gewinnt.","Hemingway told the story of a fighter, a courageous man who doesn't give up and who ultimately wins the battle against the fish as a result of his knowledge and his strong will.","Hemingway told the story of a fighter, a brave man who does not give up and finally wins the fight against the fish through his knowledge and also his willpower.","Hemingway told the story of a fighter, a brave man who does not give up and ultimately wins the fight against the fish through his knowledge and his willpower.",Hemingway told the story of a,0.741,36.8,41.57,0.8,-36.0,0.8936,0.902,0.4046,-0.48899999999999993
"Unter den wenigen, nicht überzeugten Rechten bezeichnete der ehemalige UNO-Botschafter John Bolton, ein Falke der Ära Bush, die Rede auf der Website des National Review Online als ""langweilig, hochtrabend und inspirationslos"".","Among the few unconvinced right-wingers, a hawkish character from the Bush era, the former UN ambassador, John Bolton, described the speech as ""drab, turgid, and uninspired"" on the National Review Online's website.","Among the few, not convinced right-wingers, the former U.S. ambassador to the United Nations John Bolton, a hawk of the Bush era, described the speech on the website of the National Review Online as ""boring, pompous and uninspiring.""","Among the few unconvinced right-wingers, the former US ambassador to the UN, John Bolton, a hawk of the Bush era, described the speech on the website of the National Review Online as 'boring, pompous and uninspiring'.","Among the few unconvinced right-wingers, the former US ambassador to the UN, John Bolton, a hawk of the Bush era, described the speech on the website of the National Review Online as 'boring, pompous and uninspiring'.",0.741,20.47,35.9,35.9,15.43,0.8078,0.8272,0.8272,0.019400000000000084
