source,reference,prediction,bleu,comet
Dabei war es zu einer Kollision zwischen einem Autotransporter und einem Pkw gekommen.,A collision between a car transporter and a passenger car had occurred.,There was a collision between a car transporter and a car.,50.52,0.7918
"Diese Erfahrung hat auch Ursel Kipp in ihrem Chor gemacht: ""Sich abzusprechen und zu organisieren, sich auf die anderen verlassen zu können und voneinander zu lernen - ein Chor ist eine ganz besondere Form des Zusammenseins"".","Ursel Kipp has also experienced this in her choir: ""Arranging and organising things with people, being able to rely on others and learn from them - a choir is a really unique way of being together with other people"".","Ursel Kipp has also had this experience in her choir: ""To be able to speak up and organise, to be able to rely on each other and learn from each other - a choir is a very special form of togetherness"".",29.93,0.846
"Es bleibe bei der Befreiung von der Erneuerbare-Energien-Umlage bei den Bestandsanlagen zur sogenannten Eigenstromproduktion in der deutschen Stahlindustrie, sagte Bundeswirtschaftsminister Sigmar Gabriel (SPD) der ""Westdeutschen Allgemeinen Zeitung"" (WAZ, Freitagausgabe).","Federal Minister of the Economy Sigmar Gabriel (SPD) told the ""Westdeutsche Allgemeine Zeitung"" (WAZ) newspaper on Friday that the exemption from the renewable energies levy would remain in place for electricity self-supply for pre-existing plants within the German steel industry.","It remains the exemption from the renewable energy surcharge for existing facilities for so-called self-production in the German steel industry, said Federal Economics Minister Sigmar Gabriel (SPD) to the ""Westdeutsche Allgemeine Zeitung"" (WAZ, Friday edition).",36.46,0.7883
"Wuhan in Mittel-China ersetzte Gewalt durch Niederstarren: 2009 umkreisten Berichten zufolge 50 Beamte einen nicht ordnungsgemäß aufgestellten Imbisswagen und starrten den Betreiber an, bis dieser nach einer halben Stunde einpackte und den Platz verließ.","Wuhan, in central China, substituted stare-downs for strong-arming: in 2009, one report stated, 50 officers encircled a wayward snack cart, glowering steadily for a half hour until the peddler packed up and left.","In 2009, according to reports, 50 police officers surrounded an improperly parked food cart and stared at the vendor until he packed up and left after a half-hour.",8.73,0.7253
"""Wodka hat den Vorteil, dass man ihn mit Juice mischen kann, dann riecht er nicht so stark"", erklärt der Chefarzt.","""Vodka has the advantage that it is served in juice and they may not smell so badly then,"" said the head physician.","""Vodka has the advantage that you can mix it with juice, then it doesn't smell so strongly,"" explains the chief physician.",25.58,0.8327
"Deutschland und ein paar seiner Satelliten-Wirtschaften halten vielleicht am Euro fest, aber Frankreich und Südeuropa werden zu ihren eigenen Währungen zurückkehren.",Germany and a few of its satellite economies might keep the euro but France and southern Europe will revive their own currencies.,"Germany and a few of its satellite economies may cling to the euro, but France and southern Europe will return to their own currencies.",55.71,0.9069
"Frau Vicenová widmete sich auch der Agenda, gemäß der die Europäische Union lebte, lebt und in naher Zukunft zu leben gedenkt.","Vicenová further focused on the agenda crucial for the EU in the past, present, and near future.","Mrs Vicenová also addressed the agenda according to which the European Union lives, lives and will live.",5.25,0.6312
"Die 16-Jährige war am Sonntagmorgen vermisst gemeldet worden, nachdem sie am Vorabend nach einem Besuch eines Herbstfestes in Rockenhausen nicht wie vereinbart nach Hause gekommen war.",The 16-year-old was reported as missing Sunday morning when she did not return home as agreed after attending an autumn party in Rockenhausen.,"The 16-year-old was reported missing on Sunday morning, after failing to return home from a visit to a harvest festival in Rockenhausen the previous evening.",22.42,0.8226
Die 110 Millionen Jahre alte Kreatur aus der Familie der Nodosaurier hat im Mai erstmals Schlagzeilen gemacht und ist nun im Royal Tyrrell Museum of Palaeontology zu sehen.,"The 110-million-year-old creature, part of the nodosaur family, first hit headlines in May and is now on view at the Royal Tyrrell Museum of Palaeontology.",The 110-million-year-old creature from the nodosaur family made headlines for the first time in May and is now on display at the Royal Tyrrell Museum of Palaeontology.,55.07,0.9166
Für eine hochwertige Matratze hat man allerdings 7000 Kronen und mehr zu berappen.,You will pay seven thousand crowns and above for a good quality mattress.,"For a high-quality mattress, however, you have to pay more than 7000 crowns.",3.66,0.8292
"Wenn die Tiere sahen, wie ein ansonsten ausdrucksloser Hund den Schwanz nach rechts bewegt hat (von der Perspektive des wedelnden Hundes aus gesehen), blieben sie völlig entspannt.","When the animals saw an otherwise expressionless dog move its tail to the right (from the tail-wagging dog's point of view), they stayed perfectly relaxed.","When the animals saw an otherwise expressionless dog move its tail to the right (from the dog's perspective), they remained completely relaxed.",64.4,0.8751
Es war nicht schwer den spielerischen Ansatz Fijis zu bewundern.,It was hard not to admire Fiji's whole joyful approach.,It was not hard to admire Fiji's playful approach.,22.12,0.883
"""Freie Rede im Land der Freien"", teilten die Enthüllungs-Aktivisten per Kurznachrichtendienst Twitter am Mittwoch (Ortszeit) mit.","""Free speech in the land of the free,"" said the whistle blowing activists on Wednesday (local time) via the Twitter messaging service.","""Free speech in the land of the free,"" the whistleblowing activists announced via Twitter's short messaging service on Wednesday (local time).",57.29,0.8584
"Das unzertrennliche Paar, beide gleich groß, wurden wegen ihres Auftretens, Verhaltens und Stils beim alljährlichen Wettbewerb gelobt, der vom Sunnybank Equestrian Centre in Rudry nahe Cardiff veranstaltet wird.","The inseparable pair - who are the same height - were commended for appearance, behaviour and style at the annual contest run by Sunnybank Equestrian Centre, in Rudry near Cardiff.","The inseparable pair, both the same size, were praised for their appearance, behaviour and style at the annual competition, which is held at the Sunnybank Equestrian Centre in Rudry near Cardiff.",38.03,0.877
"Die NHTSA konnte wegen des 16-tägigen Government Shutdowns das Benachrichtigungsschreiben nicht prüfen, was sich negativ auf die Autoverkäufe im Oktober auswirkte.","NHTSA could not review the owner notification letter due to the 16-day government shutdown, which tempered auto sales growth in October.","Because of the 16-day government shutdown, the NHTSA was unable to review the recall notice, which negatively impacted October auto sales.",29.93,0.8854
"Er lacht und erzählt dann von seinem Vater, der in der letzten großen Wirtschaftskrise nach England gegangen ist.",He laughs and recalls how his father went to England in the last great economic crisis.,"He laughs and tells me about his father, who went to England during the last great economic crisis.",38.37,0.9109
Oder man ist vertieft in seine Arbeit und hat gerade einen genialen Gedanken.,Or one is buried deep in one's work and has just had a genius idea.,Or you are immersed in your work and have just had a brilliant idea.,14.32,0.8819
"Die Lampen und die vorab aufgezeichneten Nachrichten, die aus den Lautsprechern dröhnten, schienen viele Protestler einzuschüchtern.",The lights and prerecorded messages booming from the loudspeakers seemed to cow many protesters.,The lamps and the pre-recorded messages emanating from the speakers seemed to intimidate many protesters.,14.63,0.8475
"Bundesverkehrsminister Alexander Dobrindt (CSU) habe ""einen Vorschlag gemacht, und an dem wird jetzt weitergearbeitet"".","The Minister of Transport, Alexander Dobrindt (CSU) ""made a suggestion, and we are continuing to work on it"".","Alexander Dobrindt (CSU), Federal Minister of Transport, ""made a proposal, and this is now being worked on.""",31.69,0.8761
"Ob Sachen bzw. Geld gestohlen wurden, kann noch nicht gesagt werden.",It is not possible to say whether items or money were stolen.,Whether things or money were stolen cannot yet be said.,20.68,0.9034
"Für Hans Möhler vom Luther-Verlag ist dieses Werk eine Einladung, ""sein Leben zu vertiefen und Freiheit zu finden"".","For Hans Möhler of the Luther Verlag this work is an invitation ""to add depth to his life and to find freedom"".","For Hans Möhler of the Luther-Verlag, this work is an invitation to ""deepen your life and find freedom.""",34.56,0.8731
"2900 Freiwillige setzen ihr eigenes Leben aufs Spiel, um Menschen aus zerbombten Häusern zu ziehen und um im Kriegsgebiet erste Hilfe zu leisten.","2,900 volunteers put their own lives at risk to pull people from bombed-out houses and perform first-aid in the war zone.","2,900 volunteers are putting their own lives at risk to rescue people from bombed-out houses and provide first aid in war zones.",40.29,0.92
"Die Gesetzgeber haben diese Woche über bestimmte Klauseln in dem Verfassungsentwurf in Kathmandu abgestimmt, und Beamte haben gesagt, dass die neue Verfassung am Sonntag in Kraft treten könnte.","Lawmakers have been voting on clauses in the draft constitution in Kathmandu this week, and officials have said that the new charter could be enacted by Sunday.","Lawmakers this week voted on certain clauses in the draft constitution in Kathmandu, and officials said the new constitution could take effect on Sunday.",31.03,0.8896
"Dort hörte er von Süle einen interessanten Satz: ""Was hier abgeht, habe ich jetzt schon gemerkt.","There was an interesting sentence to be heard from Süle there: ""I've already noticed what went wrong here.","There he heard an interesting phrase from Süle: ""What is happening here, I have already noticed.",8.06,0.8226
"""Das ist eines der entscheidenden Dinge, denen sich der neue Vorsitzende widmen sollte"".","""That's one of the key things the new President should attend to.""","""This is one of the key things that the new chairman should focus on.""",28.86,0.9149
Für Bělohlávek ist das tschechische Nationallied eine der schönsten Hymnen.,Bělohlávek considers the Czech national song to be one of the most beautiful national anthems.,"For Bělohlávek, the Czech national anthem is one of the most beautiful hymns.",32.55,0.8839
"Es sind mehrere Versionen des Programms im Umlauf - manche definieren sogar einen Risikomultiplikator, sodass die Versicherungen nur mehr den Papierkram erledigen müssen, es gibt allerdings kleinere Schwierigkeiten.","The programme has various versions in trade, some of them even defines the risk factor, thus the insurance company has nothing else to do but the paperwork, though smaller difficulties arise.","There are several versions of the program circulating - some even define a risk multiplier, so that insurers only have to deal with paperwork, but there are some minor difficulties.",3.38,0.8077
Nun bewegen sich die beiden Lager aufeinander zu: Es sollen schon bald Gespräche über ein gemeinsames Vorgehen geführt werden.,Now the two are coming together: There should soon be talks about a joint venture.,The two camps are moving closer together: negotiations on a joint approach are to begin soon.,7.22,0.805
"Er blieb unverletzt, aber das Video des Falls verbreitete sich schnell über die Sozialen Medien.","He was unhurt, but video of the fall went viral on social media.","He was uninjured, but the video of the incident quickly spread on social media.",26.97,0.897
"Dienst hatte unter anderem Mitch McConnell, der Fraktionschef der Republikaner im Senat und ein erklärter Gegner der Gesundheitsreform","In attendance was, among others, Mitch McConnell, the Senate's top Republican and an avowed opponent of the healthcare law.","Service included, among others, Mitch McConnell, the Republican leader in the Senate and a declared opponent of health reform",34.89,0.72
Zu den größten Besuchermagneten des Festivals gehört ein Interview: David Steinberg spricht mit Larry David.,One of the festival's biggest draws will be an interview: David Steinberg talking to Larry David.,One of the biggest draws of the festival is an interview: David Steinberg interviews Larry David.,35.53,0.917
Der Wettbewerb Absurdität des Jahres wurde erstmals im Jahre ausgerufen und spielt sich jedes Jahr nach gleichem Szenarium ab.,The Poll of Absurdities was first launched in 2006 and takes place every year under the same scenario.,"The Absurdity of the Year competition has been held for the first time this year, and takes place every year with the same scenario.",24.34,0.8014
"Manch einer zeigt sich zumindest rhetorisch zu drastischen Mitteln bereit: ""Wird hier weiterhin geschlampt, so bleibt den Migranten nichts anderes übrig als die Selbstverteidigung und die Bewaffnung"".","Some writers even go as far as some strong rhetoric. ""If things continue to be done so cack-handedly, migrants have no option but armed self-defence.""","Some are at least rhetorically in favour of drastic measures: ""If this continues, migrants will have no choice but to defend themselves and arm themselves.""",5.38,0.7941
"Einzige Gewissheit: Die EZB wird ihren Leitzins unverändert bei 1% belassen, dem historisch niedrigsten Niveau seit Mai 2009.","The only certainty: The BCE would keep its principal rate of interest unchanged at 1%, historically the lowest since May 2009.","The only certainty is that the ECB will leave its key rate unchanged at 1%, the lowest level since May 2009.",31.27,0.9135
"Die United Service Organizations spendeten 1.000 Kränze, um diese Sektion zu schmücken, aber die düstere Stimmung der aktuellen Kriege erfüllte diesen Bereich.","The United Service Organizations donated 1,000 wreaths to decorate the section but the somber mood of the current wars filled the area.","The United Service Organizations donated 1,000 wreaths to adorn this section, but the dark mood of current wars filled this area.",43.43,0.9118
Neben dem Eon-Kraftwerk vor Ort geht die Importkohle zu Kraftwerken im Binnenland.,"Alongside the local Eon power plant, the imported coals also go to power plants inland.","In addition to the Eon power station on site, the imported coal goes to power stations inside the country.",10.58,0.891
"Die Aufnahme wurde an die Website ""France 24 Observers"" geschickt, deren Redakteure die Internationale Organisation für Migration (IOM) alarmierten.","The recording was sent to the website “France 24 Observers,” whose editors alerted the International Organization for Migration (IOM).","The footage was sent to the France 24 Observers website, whose editors alerted the International Organisation for Migration (IOM).",48.54,0.9079
Aktueller Stand der Dinge: Der Stadtrat hat vor der Sommerpause erneut die Windkonzentrationszone in der Boisheimer Nette beschlossen; eine Genehmigung der Bezirksregierung steht noch aus.,The current state of affairs: the city council once again passed a resolution for the wind concentration zone in Boisheimer Nette before the summer break; approval from the regional government is still pending.,Current state of affairs: The town council has once again decided on the wind concentration zone in the Boisheimer Nette before the summer break; approval from the district government is still pending.,53.67,0.8363
"Die zweite Runde der Präsidentschaftswahlen am Sonntag wurden für die Krönung des Vereinigungs- und Versöhnungsprozesses eines Landes gehalten, das über Jahre hinweg in zwei Teile gespalten war.",The second round of voting in the presidential election on Sunday was thought to have crowned the process of reunification and of reconciliation of a country split in two for years.,The second round of the presidential elections on Sunday was seen as the crowning of the unification and reconciliation process of a country that had been split in two for years.,33.06,0.8922
"Er geht davon aus, dass das entsprechende Werbeschild ersetzt werden muss.",He assumes that the respective advertising sign has to be replaced.,He assumes that the corresponding advertising sign must be replaced.,34.53,0.9248
Besonderes Fingerspitzengefühl hat das Verlegen von Leitungen durch das Bauwerk in Lauterbach erfordert.,Laying cables through the structure in Lauterbach required particular flair.,Special sensitivity was required to lay pipes through the building in Lauterbach.,9.67,0.7988
"Stattdessen erhielt die Demokratische Fortschrittspartei (DPP), die eine größere Unabhängigkeit Taiwans befürwortet, fast 50% der Stimmen, die KMT erhielt 45%.","Instead, the Democratic Progressive Party (DPP), which has leant towards fuller independence for Taiwan, won nearly 50% of all votes to the KMT's 45%.","Instead, the Democratic Progressive Party (DPP), which favours greater independence for Taiwan, received almost 50% of the vote, while the KMT received 45%.",47.45,0.872
"Man setzt jetzt wieder auf Qualität und die USA, Japan und Deutschland sind der bevorzugte Zufluchtsort der Investoren, was wiederum zu einer Erhöhung der Differenzen der Länder der Eurozone in Hinsicht auf Deutschland führt.","Again there is a flight for quality and the U.S., Japan and Germany have been the refuge of choice for investors, causing awider spread of the Eurozone countries in respect to Germany.","Investors are returning to quality, and the USA, Japan and Germany are the preferred destinations, which in turn increases the differences between the countries of the eurozone and Germany.",10.16,0.7801
"""Die Moscheeeröffnung in Köln hat im deutsch-türkischen Verhältnis einen Scherbenhaufen hinterlassen, der nur mühsam zusammengekehrt werden kann"", sagte der Vorsitzende der TGD, Gökay Sofuoglu, dem Redaktionsnetzwerk Deutschland.","The opening of the mosque in Cologne has left a pile of shards in the German-Turkish relationship, which can be put together only with difficulty, said the chairman of the TGD, Gökay Sofuoglu, to the editorial network Germany.","""The opening of the mosque in Cologne has left a pile of broken glass in the German-Turkish relationship, which is only slowly being put back together,"" said the chairman of the TGD, Gökay Sofuoglu, to Redaktionsnetzwerk Deutschland.",59.44,0.798
"Im Juli hatte eine Studie der Europäischen Behörde für Lebensmittelsicherheit (EFSA) Bezug auf die Präsenz von Rückständen 365 verschiedener, in Obst und Gemüse identifizierten Pestiziden identifiziert, die in Europa konsumiert werden, darunter 76 in Getreiden.","In July, a study by the European Food Safety Agency pointed to the presence of residues of 365 different pesticides identified in fruit and vegetables consumed in Europe including 76 in cereals.","In July, a study by the European Food Safety Authority (EFSA) identified the presence of 365 different pesticides in fruit and vegetables consumed in Europe, including 76 in cereals.",63.86,0.8881
"""Es wird aber ganz sicher den Moment geben, wo wir uns hinsetzen und reden"", sagte Eberl am Sonntagabend im TV-Sender Sky.","There will certainly come a moment, when we sit down and talk, said Eberl on Sunday evening on the Sky TV channel.","""There will certainly be a moment when we sit down and talk,"" said Eberl on Sunday evening on the TV channel Sky.",54.81,0.929
"Obwohl sie in der letzten Zeit häufig in den Reden des Premierministers erwähnt wurde, war die Öffnung des Nordens - das nördliche Gebiet auf dem 49sten Breitengrad - noch nie Thema einer Präsentation gewesen.","Often mentioned in the speeches of the Prime Minister recently, the opening of the North - the northern territory to the 49th parallel - had never been the object of a presentation.","Although it has been mentioned frequently in recent speeches by the prime minister, the opening of the North - the northern area at 49 degrees latitude - has never been the subject of a presentation.",33.14,0.8373
"Wie sehr die Frauen dieses Schutzbedürfnis verspüren, kann man am Andrang ablesen, den es auf das Haus in München gibt.",The extent to which women need this protection can be seen in the sheer number of people interested in the house in Munich.,How much the women feel the need for protection can be seen from the rush to the house in Munich.,27.07,0.7172
Vor der Küste des US-Bundesstaats Florida im Golf von Mexiko wird es in den kommenden Jahren keine neuen Ölbohrungen geben.,There will be no new drilling off the coast of the US Federal State of Florida in the Gulf of Mexico in the coming year.,There will be no new oil drilling off the coast of the US state of Florida in the Gulf of Mexico in the coming years.,70.95,0.9031
"Herr Wright wurde bekannt dafür, die Widerstandsfähigkeit seines Darms zu testen, indem er durch die Welt reiste und eigenartige sowie wundervolle Dinge aß.",Mr Wright became known for testing the durability of his gut by travelling around the world and eating weird and wonderful things.,Mr Wright became known for testing the resilience of his gut by travelling the world and eating strange and wonderful things.,61.8,0.9116
"Während ihre Mutter ihre Geschichte erzählt, blickt von der Wand ein Bild von Mariana auf uns herunter. Es ist neben einem Kreuz angebracht, das ein einziges Wort trägt: Gerechtigkeit.","As her mother recounts the story, a picture of Mariana looks down from the walls, next to a cross bearing a single word: Justice.","As her mother tells her story, a picture of Mariana looks down at us from the wall, next to a cross bearing a single word: Justice.",66.02,0.8937
"In Outaouais hat das Übertreten bestimmter Seen die Schliessung mehrerer Straßen, insbesondere in der Gemeinde Mansfield-et-Pontefract verursacht.","In the Outaouais, the overflowing of certain lakes entailed the closure of several roads, in particular in the municipality of Mansfield-et-Pontefract.","In Outaouais, the flooding of certain lakes has caused the closure of several roads, particularly in the municipality of Mansfield-et-Pontefract.",50.12,0.889
Nach der Ankunft in Schotten durfte die Gruppe eine kurze Verschnaufpause einlegen.,"After arriving in Schotten, the group could take a short rest.","After arriving in Schotten, the group was able to take a short break.",50.39,0.9183
Das Festival Festa Academica bietet nun schon zum dritten Mal die Verquickung des Weltstudententags mit dem Jahrestags der Samtenen Revolution und dies samt Musikerlebnis.,The third year of the Festa Academia Festival offers joining the international Students' Day and Velvet Revolution anniversary with a musical event.,"For the third time, the Festa Academica festival is bringing together the World Student Day with the anniversary of the Velvet Revolution, with music.",5.59,0.8452
"In der Unmittelbarkeit des Sieges gingen ihre ersten Gedanken an Williams, der einen nervenaufreibenden Morgen damit verbrachte etwas mehr als sonst zu reden und damit versuchte, seine eigenen Ängste zu verarbeiten.","In the immediacy of victory their first thoughts were for Williams, who had spent a nervy morning talking a little more than usual in an attempt to process his own anxieties.","In the immediacy of the win, their first thoughts went to Williams, who spent a nerve-wracking morning trying to talk more than usual, trying to process his own anxieties.",33.16,0.8549
"Die EZB sieht in ihrem Bericht übrigens vor, die verschiedenen, heute als hoch angesehenen Risiken im Falle eines Erfolgs dieser Währung neu zu bewerten.","The ECB, in its report, says it will reassess the various risks, currently regarded as high, in the event of the currency's success.","The ECB, in its report, in fact intends to re-evaluate the various risks, currently considered to be high, in the event of the success of this currency.",47.43,0.8741
"Katie, die Tochter von Baratz, wurde mit männlichen Chromosomen geboren, hat aber eine DSD namens komplette Androgenresistenz.","Baratz's daughter Katie was born with male chromosomes, but has a DSD called complete androgen insensitivity syndrome.","Katie, Baratz's daughter, was born with male chromosomes but has a DSD called complete androgen insensitivity.",61.84,0.9293
"Das Kind lernt nicht nur, sich zu unterhalten, sondern erhält auch in anderen Bereichen mehr Selbstkontrolle.","Your kid doesn't just learn to entertain himself, but gets more self-control in other areas.","The child not only learns to entertain himself, but also gains more self-control in other areas.",46.61,0.9122
"Die Kommentatoren fanden es übrigens unterhaltsam, dass die einzige Meinungsverschiedenheit des Tages... in der Uhrzeit für das Gebet zum Ausdruck gekommen ist, da einige Mitglieder des Gremiums der Meinung waren, dass die Pendeluhr der verfassungsgebenden Versammlung nicht genau ging.","Commentators were also amused that one of the only diversions of the day was expressed with regard to... the hour of prayer, some Committee members feeling that the Constituent Assembly clock was wrong.","The commentators found it amusing that the only disagreement of the day... was about the time for the prayer, because some members of the Constitutional Assembly thought that the pendulum clock was not accurate.",10.01,0.7966
Schon an Donnerstag soll der österreichische Nationalspieler ins Lauftraining einsteigen.,The Austrian international should be getting back to training runs on Thursday.,"On Thursday, the Austrian national player will start jogging.",4.11,0.6658
"""Das ist ein echtes Problem, und es ist nicht weit hergeholt zu denken, dass die Leute sich dort ein Zimmer mieten und sich dann dort darauf einstellen, eine Übung aufzuzeichnen.","""That is a real concern and it's not far-fetched to think that people can rent a room and sit up there and videotape a practice.","""It's a real problem, and it's not far-fetched to think that people will rent a room there and then set themselves up to record a workout.",33.66,0.8611
"Da auch die Geschwindigkeitsbegrenzungen nicht eingehalten wurden, forderte die Gemeinde verstärkt das Messfahrzeug aus Mössingen an.",The commune has increased calls for the measuring vehicle from Mössingen because speed limits were not always adhered to either.,"Since the speed limits were also not adhered to, the municipality called for the measuring vehicle from Mössingen.",32.37,0.8269
"Dabei verwendet er kein vorhersehbares und furchteinflöβendes Genre (Kurzbiografie, Leben und Werk), sondern sucht nach einer Änhlichkeit zum glühenden Herzstück des Schöpfers.","He does not do it in predictable or terrible ways (biographical sketch, life and work),rather by looking for something that sparked the creation of the character.","He does not use a predictable and intimidating genre (short biography, life and work), but searches for a similarity with the burning heart of the creator.",21.74,0.765
Im Jahr 2010 werden Zinsen für ein volles Jahr fällig und das könnte beinahe doppelt so viel sein.,In 2010 a full year's interest will be due and that could be almost twice as much.,"In 2010, interest will be due for a full year and that could be almost double.",40.05,0.893
"""Das ist eine sehr gute Idee"", antwortete Schäfer-Gümbel - der chinesische Vizeminister Li Jinjun, ein intimer Kenner Deutschlands, nickte zustimmend.","""That is a very good idea"", Schäfer-Gümbel answered - the Chinese deputy minister, Li Jinjun, an intimate expert on Germany, nodded in agreement.","""This is a very good idea,"" replied Schäfer-Gümbel - the Chinese Vice Minister Li Jinjun, an intimate acquaintance of Germany, nodded in agreement.",44.89,0.8591
Der neue Held von Rosbalt ist der extravagante Künstler Kirill Miller.,The new player in Rosbalt - the bold artist Kirill Miller.,The new hero of Rosbalt is the extravagant artist Kirill Miller.,27.09,0.8351
Der französische Busfahrer war zur Beobachtung für eine Nacht im Krankenhaus geblieben.,The French bus driver had stayed in hospital over night for observation.,The French bus driver had been kept in hospital overnight for observation.,42.5,0.9421
"""Ich fühlte mich schuldig, weil ich neugierig gewesen war, also habe ich das niemandem erzählt, aber ich ging nach Hause, suchte nach der Krankheit in der Bibliothek und schrieb an die FA-Gesellschaft,"" sagte sie.","""I felt guilty because I'd been nosy and so I didn't tell anybody, but I did come home, look up the condition at the library and wrote to the FA Association,"" she said.","""I felt guilty because I was curious, so I didn't tell anyone, but I went home, looked up the disease in the library and wrote to the FA,"" she said.",44.05,0.8534
"- Beschreiben Sie bitte kurz, welche Forschungen Ihre Gruppe betreibt.","- Please tell us, in simple terms, about the work your research group does.",- Could you please describe briefly what research your group is carrying out.,3.43,0.8751
"""Die entsprechenden Schreiben sind seit vergangener Woche beim Kreis Viersen eingegangen"", erklärte ein Sprecher.","""The relevant correspondence was received by the district of Viersen in the last week,"" declared a spokesperson.","""The relevant letters have been received by the Viersen district since last week,"" explained a spokesperson.",26.26,0.8578
"Halb so viele verbuchen Herbert Mair und Dorothee Riexinger, während Tamara Pfrommer, Petra Schleeh, Stefanie Stoll und Uwe Vetter zehn Mal je 500 Milliliter von ihrem Lebenssaft abgaben.","Half as many were clocked up by Herbert Mair and Dorothee Reixinger, while Tamara Pfrommer, Petra Schleeh, Stefanie Stoll and Uwe Vetter each gave 500 millilitres of their lifeblood.","Half as much as Herbert Mair and Dorothee Riexinger, while Tamara Pfrommer, Petra Schleeh, Stefanie Stoll and Uwe Vetter each gave 500 millilitres of their blood ten times.",65.93,0.8164
"Also, ruhige Spiel für das Kind aussuchen und stressige Fernsehprogramme vermeiden, die schrecklich und etwas zu wild sind.",Propose calm games and avoid television programs or series that inspire fear or suggest violence.,"So, choose a quiet game for the child and avoid stressful television programs that are frightening and a bit too wild.",5.15,0.7926
"Der Frankfurter Wirtschaftsdezernent Markus Frank (CDU) sagte, damit sei abermals ein ""Global Player"" gewonnen worden.","Markus Frank (CDU), head of Frankfurt's department of economic affairs, said the city had once again attracted a global player,","Frankfurt's economic director, Markus Frank (CDU), said that another ""global player"" had been won.",24.41,0.7343
"Aber viele Mitarbeiter, die in Fußgängertunneln von einem Gebäude ins andere wechselten (wie Andrew Lawson) oder in unterirdischen Kantinen aßen (wie es Graham Abbott oft tat), kamen mit größter Wahrscheinlichkeit in Kontakt mit den giftigen Substanzen.","But many staff, walking in pedestrian tunnels to get from one building to another (like Andrew Lawson), or eating in basement canteens (as Graham Abbott frequently did) almost certainly did come into contact with the toxic substance.",But many staff who moved between buildings via pedestrian tunnels (like Andrew Lawson) or ate in underground canteens (like Graham Abbott often did) were likely to have come into contact with the toxic substances.,26.23,0.8752
"Der Laden ist riesig, und es dauert über eine Stunde, durch die Gänge zu schlendern.","The store is massive, and it will take over an hour to comb through all the aisles.","The store is huge, and it takes over an hour to walk through the aisles.",28.81,0.9117
"Was mehr - das Unternehmen auferlegt sich eine weitere Verpflichtung: Alle Einnahmen aus der Mieterhöhung (siehe Diagramm) will das Unternehmen wieder in die Wohnungen stecken, vor allem in Wärmeersparnisse - in neue Fenster und in die Wärmedämmung.","It adds another commitment: all the money from rent increases (see the chart) will be invested by the company back to the flats, especially in heat savings - new windows and insulation.","What's more, the company is taking on another commitment: it will put all the money it makes from rent increases (see diagram) back into the apartments, especially in terms of energy savings - in new windows and insulation.",26.29,0.8767
"""Bei der Suche wurden keine Flugzeugteile an anderen Stellen gefunden, der Aufschlag betraf die gesamte Struktur.","""In a research it is reported that there are no parts or components of the ship in another place, the impact is presented in a structural way.","""During the search, no aircraft parts were found in other places, the impact affected the entire structure.",5.8,0.7211
"""Der Bürgermeister von Gioia Tauro war bereit, die Entscheidungen der Gemeinde den Interessen der Mafiagruppe Piromalli anzupassen..","""The mayor of Gioia Tauro was disposed towards conforming municipal interests with those of the Piromalli gang"".","""The mayor of Gioia Tauro was ready to adapt the decisions of the municipality to the interests of the Piromalli mafia group.",30.83,0.8621
Deshalb kann man in Riesengebirge immer noch freie Zimmer für alle Wintertermine incl. Weihnachten und Silvester erhalten.,"This means vacancies are still available in the Krkonoše throughout the winter, including Christmas and New Year's Eve.","So you can still get free rooms in the Giant Mountains for all winter dates, including Christmas and New Year.",20.33,0.7365
Es würde sich derzeit nicht um sehr hohe Flüchtlingszahlen handeln.,At the moment there is not a large number of refugees involved.,We are not currently talking about very high numbers of refugees.,7.41,0.8231
"Er beschreibt, wie Wozniak und er die Box testen würden, indem sie ein gebührenpflichtiges Telefon verwenden, einen Anruf tätigen und sich dann von einem AT in ein anderes verbinden, während sie so viele Satelliten wie möglich durchschleifen.","He describes how he and Wozniak would test the box by using a pay phone, placing a call, and then connecting from one AT network to another while looping in as many satellites as possible.","He describes how Wozniak and he would test the box by using a pay-as-you-go phone, making a call and then switching from one cell to another as many times as possible.",28.89,0.8024
"Und Stefan Spermon, IT-Techniker in einem nahegelegenen Großbetrieb, meint: ""Doch, schön ist es schon, das Haus.""","And Stefan Spermon, IT technician in a major firm based nearby commented: ""It's definitely a thing of beauty, the building.""","And Stefan Spermon, an IT technician in a nearby large company, says: ""Yes, it's nice to have a house.""",22.74,0.7723
Die Lebenshilfe Donau-Iller eröffnet in der Münsterblickstraße ein neues Wohnheim für Menschen mit Behinderung.,The Donau-Iller life aid is opening a new hostel for people with disabilities in Münsterblickstraße.,The Lebenshilfe Donau-Iller is opening a new residential home for people with disabilities in Münsterblickstraße.,55.33,0.8549
"Ich bin glücklich, diese Erfahrung zweimal gemacht zu haben, unterstrich Miss World Ksenia Sukhinova in der Hitze des südafrikanischen Sommers.","I am pleased to have been able to live it twice, points out Miss World Ksenia Sukhinova in the heat of the southern summer.","I am happy to have this experience twice, said Miss World Ksenia Sukhinova in the heat of the South African summer.",39.33,0.8356
